('distance', 'color', 'timestamp')
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
