('distance', 'color', 'timestamp')
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, Color.BLACK)
(0, None)
(0, Color.GREEN)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, Color.GREEN)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
(0, None)
