'x', 'y', 'distance'
2.999543085469174, 0.05235721931185053, 3, 1716893988.052483
10.99832464672031, 0.1919764708101186, 11, 1716893988.052483
19.99284208989216, 0.5060719411326273, 20, 1716893988.052483
24.98979622498764, 0.6805694246451321, 25, 1716893988.052483
31.98020296826966, 1.046921118345739, 32, 1716893988.052483
37.9719801767971, 1.360936855803402, 38, 1716893988.052483
44.96238692007912, 1.727288549504009, 45, 1716893988.052483
49.9593410551746, 1.901786033016514, 50, 1716893988.052483
55.95568601728917, 2.111183013231519, 56, 1716893988.052483
62.95142180642284, 2.355479490149026, 63, 1716893988.052483
69.94715759555652, 2.599775967066533, 70, 1716893988.052483
75.94624376649486, 2.704490405690234, 76, 1716893988.052483
81.94532993743321, 2.809204844313935, 82, 1716893988.052483
87.94532993743321, 2.809204844313935, 88, 1716893988.052483
92.94532993743321, 2.809204844313935, 93, 1716893988.052483
99.94426380352795, 2.68703799925295, 100, 1716893988.052483
105.9433499744663, 2.582323560629249, 106, 1716893988.052483
113.938476590619, 2.303127587009241, 114, 1716893988.052483
118.9354307257145, 2.128630103496736, 119, 1716893988.052483
125.9343645918093, 2.006463258435752, 126, 1716893988.052483
133.929491207962, 2.285659232055759, 134, 1716893988.052483
139.914875509521, 2.704198074520511, 140, 1716893988.052483
145.8564839219704, 3.539236680280904, 146, 1716893988.052483
152.7501381930559, 4.754773923949417, 153, 1716893988.052483
158.6589847111291, 5.796662989950999, 159, 1716893988.052483
168.4752565456058, 7.704752943716447, 169, 1716893988.052483
175.2958469991024, 9.279410324123502, 176, 1716893988.052483
185.6965513306949, 12.86066002315223, 187, 1716893988.052483
191.2596544580957, 15.1082995836477, 193, 1716893988.052483
197.5512127821898, 18.17689761117124, 200, 1716893988.052483
202.89725192732, 20.90084060960852, 206, 1716893988.052483
210.8437802630504, 25.12608467468154, 215, 1716893988.052483
216.9059580895415, 28.62608467468154, 222, 1716893988.052483
222.9061291944562, 32.23135119905192, 229, 1716893988.052483
227.0994820341834, 34.95454637412705, 234, 1716893988.052483
234.4718504327843, 40.11673430128647, 243, 1716893988.052483
239.263663493068, 43.72762444019876, 249, 1716893988.052483
246.3557602755285, 49.26857771812968, 258, 1716893988.052483
251.7957820057273, 53.67382045547854, 265, 1716893988.052483
256.3920486644412, 57.53054611359778, 271, 1716893988.052483
260.9203061457778, 61.46690028754083, 277, 1716893988.052483
267.5024894603504, 67.60488552810331, 286, 1716893988.052483
271.7451301474696, 71.84752621522261, 292, 1716893988.052483
276.6077387406826, 76.88290481759316, 299, 1716893988.052483
282.0637256211826, 82.73373443054652, 307, 1716893988.052483
286.1557157815577, 87.12185664026155, 313, 1716893988.052483
290.9297043019952, 92.24133255159574, 320, 1716893988.052483
297.4902945919002, 99.78842835382345, 330, 1716893988.052483
301.2662169381993, 104.4513041225653, 336, 1716893988.052483
305.2812519926566, 110.1853684325882, 343, 1716893988.052483
309.0937252377618, 116.0560624082062, 350, 1716893988.052483
314.7591440617724, 125.4849027159294, 361, 1716893988.052483
319.2591440617724, 133.2791313499894, 370, 1716893988.052483
322.1680017832504, 138.5268495928258, 376, 1716893988.052483
325.5616691249748, 144.6491875428015, 383, 1716893988.052483
328.285612123412, 149.9952266879317, 389, 1716893988.052483
332.2309524445137, 158.0843731046242, 398, 1716893988.052483
335.0781089460444, 164.4791913081225, 405, 1716893988.052483
337.5866845928615, 171.0142542936028, 412, 1716893988.052483
339.2145253651472, 175.7418471715994, 417, 1716893988.052483
341.1679342918902, 181.4149586251953, 423, 1716893988.052483
343.9490872412647, 189.9744672718517, 432, 1716893988.052483
345.9956891743238, 196.668600563593, 439, 1716893988.052483
347.6495133092258, 202.4361707392229, 445, 1716893988.052483
349.4612466249435, 209.1976515232464, 452, 1716893988.052483
351.272979940661, 215.9591323072699, 459, 1716893988.052483
352.8258942112762, 221.7546872650043, 465, 1716893988.052483
354.2774255848742, 227.5764616226603, 471, 1716893988.052483
356.301985073969, 236.3457922057274, 480, 1716893988.052483
357.5494552188756, 242.2146778101302, 486, 1716893988.052483
358.6943091911349, 248.1044409108162, 492, 1716893988.052483
359.9098464348033, 254.9980951819017, 499, 1716893988.052483
360.6920187600045, 259.9365368848773, 504, 1716893988.052483
361.6662304667249, 266.8684133660684, 511, 1716893988.052483
362.6404421734454, 273.8002898472593, 518, 1716893988.052483
363.4754807792058, 279.7418982597088, 524, 1716893988.052483
364.3105193849662, 285.6835066721582, 530, 1716893988.052483
365.1455579907266, 291.6251150846076, 536, 1716893988.052483
365.980596596487, 297.566723497057, 542, 1716893988.052483
366.9213527658959, 306.5174205553714, 551, 1716893988.052483
367.4096480821047, 313.5003689071902, 558, 1716893988.052483
367.6190450623197, 319.4967138693048, 564, 1716893988.052483
367.6190450623197, 326.4967138693048, 571, 1716893988.052483
367.5143306236961, 332.4958000402432, 577, 1716893988.052483
367.2700341467785, 339.4915358293768, 584, 1716893988.052483
366.799010540592, 348.4792016421679, 593, 1716893988.052483
366.4326588468914, 355.4696083854499, 600, 1716893988.052483
366.0141200044267, 361.4549926870089, 606, 1716893988.052483
365.3869492248207, 367.4221240592185, 612, 1716893988.052483
364.6557331643899, 373.3774009690665, 618, 1716893988.052483
363.0928995653875, 382.2406707461763, 627, 1716893988.052483
362.0510104993859, 388.1495172642495, 633, 1716893988.052483
360.9061565271266, 394.0392803649355, 639, 1716893988.052483
359.5704935594908, 400.9106706490692, 646, 1716893988.052483
358.3230234145842, 406.779556253472, 652, 1716893988.052483
356.8676415788599, 413.6265894586087, 659, 1716893988.052483
355.2929841984528, 420.4471799121054, 666, 1716893988.052483
353.9432778723896, 426.2934003008167, 672, 1716893988.052483
352.0720726550298, 435.096728707421, 681, 1716893988.052483
