'x', 'y', 'distance', 'angle'
3.978948390782342, 0.409841071014862, 4, 0.1026403931301418
21.87975481930198, 2.296936513399829, 22, 0.1050316411734182
39.79851416092175, 4.005170589021254, 40, 0.09504492713252777
55.73288528139989, 5.452864270319945, 56, 0.09060477002201328
73.49120590898817, 8.392600395854473, 74, 0.1640535618889443
92.87597172426874, 13.31508496025177, 94, 0.2486794310262415
108.129185280943, 18.1461796803426, 110, 0.3067305661916766
123.8974037673883, 24.49939034611804, 127, 0.3830145377936391
140.4038777432613, 33.90876422984853, 146, 0.5180997915203251
154.5090923886734, 43.3978590131696, 163, 0.5921931320388478
168.3507087731844, 53.26749202884125, 180, 0.6194244640005958
182.3279342554535, 62.94412201132, 197, 0.6055489807903378
195.3986004655322, 72.17221416651151, 213, 0.6147517735012973
208.3414469843492, 81.57873977325627, 229, 0.628470078683163
220.2876429467398, 90.65003527214532, 244, 0.6494557320943978
233.8778579079844, 100.863068969689, 261, 0.6444598137218033
246.0484866429552, 109.630953332265, 276, 0.6242952780305599
259.878092231079, 119.5174091824134, 293, 0.6206403721683504
272.653861007051, 129.1496328188796, 309, 0.6460209641843546
286.1815389827863, 139.4453566197984, 326, 0.6505583588618046
298.1584510580343, 148.4760585383526, 341, 0.6460620642389263
313.1560859369053, 160.141003803551, 360, 0.6610480768428451
325.7680281133466, 169.9867599724849, 376, 0.6628422914634856
338.7069419975981, 179.3986942846188, 392, 0.6288880336619739
352.526455322738, 189.2992524232431, 409, 0.6216604616183795
364.555041171452, 198.2610113175739, 424, 0.6403181438344612
377.9271925110517, 208.7579427049291, 441, 0.6655178466542708
390.5472186634721, 218.5933349143035, 457, 0.6620207971716817
404.3472072056303, 228.5210897579881, 474, 0.6236298451648882
420.4335263101242, 240.4051268526961, 494, 0.6362729565063909
434.706190577583, 251.3728547262532, 512, 0.6552004722595207
448.1577502509373, 261.7678315109407, 529, 0.6579160564586237
460.8083548731502, 271.5638614564056, 545, 0.658905541962821
473.2625874124266, 281.6083670120628, 561, 0.6786999342100507
486.4607865289202, 292.3231950592777, 578, 0.6819189683285519
498.499522814767, 302.862114768614, 594, 0.7190663773419161
510.6734593898343, 314.7278329629013, 611, 0.7725776176517871
521.160313657861, 326.8119501239176, 627, 0.8560466328483599
530.2243775132773, 338.7636339561203, 642, 0.9219458068209169
539.1101570758921, 352.0693816451687, 658, 0.9819990577601745
547.6427526402209, 367.9185082121312, 676, 1.076930752260989
554.6499153018981, 383.4072031678981, 693, 1.145944222057202
560.6832008533673, 399.3005812057613, 710, 1.207990133610568
565.8486485948727, 416.5434971317228, 728, 1.279734744025828
569.5953701410312, 433.125477642372, 745, 1.348576522414529
571.9526574513552, 450.9704544295966, 763, 1.439458659530722
